,Restaurant_id,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,url,Full_rest_numbers
99,id_1837,Amsterdam,['Chinese'],1842.0,4.5,$$ - $$$,17.0,"[['Delightful', 'Outstanding'], ['12/28/2017', '06/22/2017']]",/Restaurant_Review-g188590-d7916036-Reviews-Golden_House-Amsterdam_North_Holland_Province.html,d7916036,https://www.tripadvisor.com/Restaurant_Review-g188590-d7916036-Reviews-Golden_House-Amsterdam_North_Holland_Province.html,2068  3671
100,id_2904,Vienna,['Italian'],2906.0,3.5,,3.0,"[[], []]",/Restaurant_Review-g190454-d12350248-Reviews-Oskar-Vienna.html,d12350248,https://www.tripadvisor.com/Restaurant_Review-g190454-d12350248-Reviews-Oskar-Vienna.html,2839  3803
101,id_2040,Madrid,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",2042.0,3.5,$$ - $$$,339.0,"[['A place for rice', 'Disappointing because...'], ['11/03/2017', '06/27/2017']]",/Restaurant_Review-g187514-d1109944-Reviews-Samm-Madrid.html,d1109944,https://www.tripadvisor.com/Restaurant_Review-g187514-d1109944-Reviews-Samm-Madrid.html,2026  10348
102,id_1409,Budapest,"['French', 'European', 'Hungarian']",1410.0,5.0,,,"[[], []]",/Restaurant_Review-g274887-d13197631-Reviews-Le_Poulet-Budapest_Central_Hungary.html,d13197631,https://www.tripadvisor.com/Restaurant_Review-g274887-d13197631-Reviews-Le_Poulet-Budapest_Central_Hungary.html,
103,id_197,Lyon,"['French', 'European']",198.0,4.0,$$ - $$$,370.0,"[['Lovely place to eat', 'Good food, but lacks service.'], ['12/04/2017', '09/11/2017']]",/Restaurant_Review-g187265-d918784-Reviews-L_Atelier_d_Yvonne-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d918784,https://www.tripadvisor.com/Restaurant_Review-g187265-d918784-Reviews-L_Atelier_d_Yvonne-Lyon_Rhone_Auvergne_Rhone_Alpes.html,233  2574
104,id_3341,Lisbon,"['European', 'Portuguese']",3345.0,3.5,,3.0,"[[], []]",/Restaurant_Review-g189158-d8772965-Reviews-Lamosa_Grill-Lisbon_Lisbon_District_Central_Portugal.html,d8772965,https://www.tripadvisor.com/Restaurant_Review-g189158-d8772965-Reviews-Lamosa_Grill-Lisbon_Lisbon_District_Central_Portugal.html,4098  4576
105,id_1940,Lyon,"['European', 'French', 'Seafood']",1941.0,3.0,$$ - $$$,354.0,"[['Standard', 'Rather good and great ornament'], ['05/23/2017', '04/20/2017']]",/Restaurant_Review-g1166685-d1324029-Reviews-Amarine_Saint_Priest-Saint_Priest_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1324029,https://www.tripadvisor.com/Restaurant_Review-g1166685-d1324029-Reviews-Amarine_Saint_Priest-Saint_Priest_Lyon_Rhone_Auvergne_Rhone_Alpes.html,0
106,id_2926,Milan,,2928.0,4.0,,28.0,"[['""Best Local""', 'Perfect pitstop'], ['02/09/2017', '04/17/2015']]",/Restaurant_Review-g187849-d6632829-Reviews-Don_Tannino_Bar_a_Vin-Milan_Lombardy.html,d6632829,https://www.tripadvisor.com/Restaurant_Review-g187849-d6632829-Reviews-Don_Tannino_Bar_a_Vin-Milan_Lombardy.html,0
107,id_8240,Madrid,,8247.0,2.5,,25.0,"[['Terrible. I could not beleive!', 'Great location'], ['01/13/2017', '12/22/2016']]",/Restaurant_Review-g187514-d11667577-Reviews-Restaurante_Playa_Riazor-Madrid.html,d11667577,https://www.tripadvisor.com/Restaurant_Review-g187514-d11667577-Reviews-Restaurante_Playa_Riazor-Madrid.html,0
108,id_2047,Prague,"['Italian', 'Mediterranean']",2050.0,5.0,$$ - $$$,,"[[], []]",/Restaurant_Review-g274707-d12243659-Reviews-Teodoro_ristorant_caffe-Prague_Bohemia.html,d12243659,https://www.tripadvisor.com/Restaurant_Review-g274707-d12243659-Reviews-Teodoro_ristorant_caffe-Prague_Bohemia.html,3612  4653
109,id_4591,Berlin,['German'],4593.0,4.0,$$ - $$$,29.0,"[['Wonderful relaxing cozy restaurant and bar...', 'Tasty food, perfect service, nice atmosphe...'], ['04/19/2017', '01/30/2016']]",/Restaurant_Review-g187323-d2445499-Reviews-Deichgraf-Berlin.html,d2445499,https://www.tripadvisor.com/Restaurant_Review-g187323-d2445499-Reviews-Deichgraf-Berlin.html,3715  5635
110,id_4278,Milan,['Chinese'],4281.0,3.5,$,83.0,"[['Value for money near the centrale', 'The best place'], ['06/03/2017', '08/19/2016']]",/Restaurant_Review-g187849-d2577881-Reviews-Momigi-Milan_Lombardy.html,d2577881,https://www.tripadvisor.com/Restaurant_Review-g187849-d2577881-Reviews-Momigi-Milan_Lombardy.html,0
111,id_5296,Rome,['Italian'],5298.0,4.0,,9.0,"[[], []]",/Restaurant_Review-g187791-d11951657-Reviews-Ventitre-Rome_Lazio.html,d11951657,https://www.tripadvisor.com/Restaurant_Review-g187791-d11951657-Reviews-Ventitre-Rome_Lazio.html,6591  10360
112,id_5,Geneva,"['French', 'Swiss', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",6.0,4.5,$$ - $$$,1222.0,"[['Excellent food but a bit small', 'The best Fondue in a friendly atmosphere'], ['01/08/2018', '01/05/2018']]",/Restaurant_Review-g188057-d751711-Reviews-Cafe_du_Soleil-Geneva.html,d751711,https://www.tripadvisor.com/Restaurant_Review-g188057-d751711-Reviews-Cafe_du_Soleil-Geneva.html,22  1346
113,id_6011,Madrid,"['Italian', 'Pizza']",6014.0,3.5,$$ - $$$,48.0,"[['Good', 'too expensive for the food quality'], ['11/23/2016', '12/03/2013']]",/Restaurant_Review-g187514-d3902868-Reviews-Pizza_Jardin-Madrid.html,d3902868,https://www.tripadvisor.com/Restaurant_Review-g187514-d3902868-Reviews-Pizza_Jardin-Madrid.html,6440  10348
114,id_678,Madrid,"['Pizza', 'Vegetarian Friendly', 'Vegan Options']",679.0,4.5,$$ - $$$,95.0,"[['Unexpected pizzeria in Las Matas', 'The best pizzas in Madrid'], ['04/08/2017', '12/17/2016']]",/Restaurant_Review-g187514-d5487718-Reviews-Pizzeria_La_Cupula-Madrid.html,d5487718,https://www.tripadvisor.com/Restaurant_Review-g187514-d5487718-Reviews-Pizzeria_La_Cupula-Madrid.html,5  199
115,id_886,Bratislava,,888.0,1.0,,3.0,"[[], []]",/Restaurant_Review-g274924-d7995801-Reviews-Slovak_Pubs-Bratislava_Bratislava_Region.html,d7995801,https://www.tripadvisor.com/Restaurant_Review-g274924-d7995801-Reviews-Slovak_Pubs-Bratislava_Bratislava_Region.html,854  1045
116,id_4633,Paris,"['Indian', 'Middle Eastern', 'Pakistani']",4634.0,4.0,$,62.0,"[['quick delicious bite, not more', 'good food in india / Paskistani value rest...'], ['12/09/2016', '08/11/2016']]",/Restaurant_Review-g187147-d1331796-Reviews-Sheezan-Paris_Ile_de_France.html,d1331796,https://www.tripadvisor.com/Restaurant_Review-g187147-d1331796-Reviews-Sheezan-Paris_Ile_de_France.html,5090  15633
117,id_3436,Barcelona,['Italian'],3437.0,4.0,$,26.0,"[['Good early morning tea', 'Perfect Quiche and a café latte'], ['12/23/2017', '10/04/2017']]",/Restaurant_Review-g187497-d8536895-Reviews-Buenas_Migas-Barcelona_Catalonia.html,d8536895,https://www.tripadvisor.com/Restaurant_Review-g187497-d8536895-Reviews-Buenas_Migas-Barcelona_Catalonia.html,3386  8726
118,id_1508,Lyon,,1490.0,5.0,,2.0,"[[], []]",/Restaurant_Review-g187265-d1328183-Reviews-Restaurant_Golbasi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1328183,https://www.tripadvisor.com/Restaurant_Review-g187265-d1328183-Reviews-Restaurant_Golbasi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,2095  2574
119,id_11602,London,,11612.0,4.0,,16.0,"[['Good spot for after work drinks in the sun', 'Room with a view'], ['08/06/2017', '07/16/2017']]",/Restaurant_Review-g186338-d10392913-Reviews-Aqua_London-London_England.html,d10392913,https://www.tripadvisor.com/Restaurant_Review-g186338-d10392913-Reviews-Aqua_London-London_England.html,7772  17239
120,id_2769,Milan,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",2771.0,3.5,$$ - $$$,346.0,"[['If you want to eat like a local, eat here', 'Thick pizza slices'], ['05/16/2017', '04/28/2017']]",/Restaurant_Review-g187849-d1097475-Reviews-Pizzeria_Grand_Italia-Milan_Lombardy.html,d1097475,https://www.tripadvisor.com/Restaurant_Review-g187849-d1097475-Reviews-Pizzeria_Grand_Italia-Milan_Lombardy.html,2356  6750
121,id_4116,Milan,,4119.0,3.5,,30.0,"[[], []]",/Restaurant_Review-g187849-d7967318-Reviews-Trattoria_la_Madonnina_di_Costantino_Cuciniello_Precotto-Milan_Lombardy.html,d7967318,https://www.tripadvisor.com/Restaurant_Review-g187849-d7967318-Reviews-Trattoria_la_Madonnina_di_Costantino_Cuciniello_Precotto-Milan_Lombardy.html,4248  6750
122,id_198,Zurich,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",200.0,4.0,$$$$,211.0,"[['Florence meets Zurich', 'Tasty Italian restaurant'], ['12/12/2017', '09/05/2017']]",/Restaurant_Review-g188113-d797737-Reviews-Conti-Zurich.html,d797737,https://www.tripadvisor.com/Restaurant_Review-g188113-d797737-Reviews-Conti-Zurich.html,203  1676
123,id_3015,Rome,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",3016.0,3.0,$$ - $$$,1012.0,"[['Don’t go there!', 'Really bad!'], ['12/30/2017', '02/25/2017']]",/Restaurant_Review-g187791-d2226584-Reviews-Fratelli_La_Bufala_a_Ponte_Milvio-Rome_Lazio.html,d2226584,https://www.tripadvisor.com/Restaurant_Review-g187791-d2226584-Reviews-Fratelli_La_Bufala_a_Ponte_Milvio-Rome_Lazio.html,4992  10360
124,id_1655,Madrid,"['Peruvian', 'Asian', 'South American']",1657.0,5.0,$$$$,11.0,"[['Excellent', 'Machete!!!'], ['11/28/2017', '11/28/2017']]",/Restaurant_Review-g187514-d13174390-Reviews-Machete_Restaurante-Madrid.html,d13174390,https://www.tripadvisor.com/Restaurant_Review-g187514-d13174390-Reviews-Machete_Restaurante-Madrid.html,0
125,id_2858,London,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",2863.0,4.0,$$ - $$$,459.0,"[['terrible experience', 'Fabulous all you can drink prosecco offer...'], ['01/04/2017', '11/24/2016']]",/Restaurant_Review-g186338-d4052905-Reviews-Cucina_Asellina-London_England.html,d4052905,https://www.tripadvisor.com/Restaurant_Review-g186338-d4052905-Reviews-Cucina_Asellina-London_England.html,2558  17239
126,id_2423,Rome,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Delicatessen', 'Vegetarian Friendly']",2424.0,3.5,$$ - $$$,481.0,"[['Good pizza and atmosphere', 'Great little pizzeria'], ['12/28/2017', '11/18/2017']]",/Restaurant_Review-g187791-d5504724-Reviews-Ristorante_Est_Est_Est-Rome_Lazio.html,d5504724,https://www.tripadvisor.com/Restaurant_Review-g187791-d5504724-Reviews-Ristorante_Est_Est_Est-Rome_Lazio.html,2143  10360
127,id_10343,Paris,,10345.0,3.5,,6.0,"[[], []]",/Restaurant_Review-g187147-d12681857-Reviews-Epicerie_et_Associes-Paris_Ile_de_France.html,d12681857,https://www.tripadvisor.com/Restaurant_Review-g187147-d12681857-Reviews-Epicerie_et_Associes-Paris_Ile_de_France.html,7409  15633
128,id_8449,Madrid,"['Mediterranean', 'European', 'Spanish']",8456.0,2.5,$$ - $$$,566.0,"[['Nice place, ok food, good menu prices.', 'Disappointing'], ['01/06/2018', '11/19/2017']]",/Restaurant_Review-g187514-d7241440-Reviews-La_Carmela-Madrid.html,d7241440,https://www.tripadvisor.com/Restaurant_Review-g187514-d7241440-Reviews-La_Carmela-Madrid.html,640  10348
129,id_9009,Paris,,9011.0,4.5,,2.0,"[[], []]",/Restaurant_Review-g187147-d13094972-Reviews-Love_Juice_Bar-Paris_Ile_de_France.html,d13094972,https://www.tripadvisor.com/Restaurant_Review-g187147-d13094972-Reviews-Love_Juice_Bar-Paris_Ile_de_France.html,8871  15633
130,id_1251,Edinburgh,['Cafe'],1252.0,4.5,$,15.0,"[['Friday Lunch!', 'Cheap and cheerful'], ['10/12/2017', '10/04/2017']]",/Restaurant_Review-g186525-d5442784-Reviews-Sandwich_Culture-Edinburgh_Scotland.html,d5442784,https://www.tripadvisor.com/Restaurant_Review-g186525-d5442784-Reviews-Sandwich_Culture-Edinburgh_Scotland.html,992  1773
131,id_7472,Paris,['Cafe'],7473.0,4.0,$,28.0,"[['A Proper French Local Bar worth the Visit!', 'FRANCE BEST KEPT SECRET'], ['12/22/2015', '06/01/2015']]",/Restaurant_Review-g187147-d4942642-Reviews-Cafe_Le_Zoco-Paris_Ile_de_France.html,d4942642,https://www.tripadvisor.com/Restaurant_Review-g187147-d4942642-Reviews-Cafe_Le_Zoco-Paris_Ile_de_France.html,6049  15633
132,id_6583,London,"['Cafe', 'British']",6592.0,4.5,$,29.0,"[['Amazing breakfast', 'friendly, helpful, good value, not pretent...'], ['08/08/2017', '07/14/2017']]",/Restaurant_Review-g186338-d2524119-Reviews-Cafe_Parco-London_England.html,d2524119,https://www.tripadvisor.com/Restaurant_Review-g186338-d2524119-Reviews-Cafe_Parco-London_England.html,5310  17239
133,id_873,Bratislava,['Greek'],874.0,3.0,,3.0,"[['Great for lunch menu'], ['08/04/2014']]",/Restaurant_Review-g274924-d4770241-Reviews-Olive_Tree_Restaurant-Bratislava_Bratislava_Region.html,d4770241,https://www.tripadvisor.com/Restaurant_Review-g274924-d4770241-Reviews-Olive_Tree_Restaurant-Bratislava_Bratislava_Region.html,927  1045
134,id_270,Warsaw,"['Bar', 'Polish', 'European', 'Eastern European', 'Steakhouse', 'Pub', 'Vegetarian Friendly']",271.0,4.0,$$ - $$$,85.0,"[['Good food', 'Great Ambiance'], ['01/01/2018', '11/19/2017']]",/Restaurant_Review-g274856-d8797372-Reviews-Latem_Bar_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html,d8797372,https://www.tripadvisor.com/Restaurant_Review-g274856-d8797372-Reviews-Latem_Bar_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html,71  2788
135,id_237,Stockholm,"['Swedish', 'Scandinavian', 'Vegetarian Friendly', 'Gluten Free Options']",238.0,4.5,$$ - $$$,154.0,"[['Friendly evening with my sons', 'Proviant Östermalm in Stockholm, Sweden'], ['12/06/2017', '07/12/2017']]",/Restaurant_Review-g189852-d1496204-Reviews-Proviant_Ostermalm-Stockholm.html,d1496204,https://www.tripadvisor.com/Restaurant_Review-g189852-d1496204-Reviews-Proviant_Ostermalm-Stockholm.html,212  2783
136,id_4653,Madrid,['Spanish'],4656.0,4.0,$,18.0,"[['Nice little place', 'We entry for lucky and we will go back'], ['08/28/2017', '03/12/2017']]",/Restaurant_Review-g187514-d11754798-Reviews-El_Patio_De_La_Tapa-Madrid.html,d11754798,https://www.tripadvisor.com/Restaurant_Review-g187514-d11754798-Reviews-El_Patio_De_La_Tapa-Madrid.html,6042  10348
137,id_820,Rome,"['Italian', 'Pizza', 'Vegetarian Friendly']",821.0,5.0,$,134.0,"[['very specific', 'Yummy 👍'], ['09/26/2017', '09/18/2015']]",/Restaurant_Review-g187791-d4085056-Reviews-Pizzeria_I_Gemelli_Roma-Rome_Lazio.html,d4085056,https://www.tripadvisor.com/Restaurant_Review-g187791-d4085056-Reviews-Pizzeria_I_Gemelli_Roma-Rome_Lazio.html,28  10360
138,id_1722,Hamburg,"['Asian', 'Tibetan', 'Nepali']",1725.0,4.0,$$ - $$$,3.0,"[[], []]",/Restaurant_Review-g187331-d12867794-Reviews-Tibet_Restaurant-Hamburg.html,d12867794,https://www.tripadvisor.com/Restaurant_Review-g187331-d12867794-Reviews-Tibet_Restaurant-Hamburg.html,1092  2882
139,id_86,Budapest,"['European', 'Wine Bar', 'Eastern European', 'Central European', 'Hungarian', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",87.0,4.5,$$ - $$$,1256.0,"[['Good wine selection and French kitchen sty...', 'Contemporary hungarian food'], ['01/06/2018', '01/03/2018']]",/Restaurant_Review-g274887-d779921-Reviews-Klassz-Budapest_Central_Hungary.html,d779921,https://www.tripadvisor.com/Restaurant_Review-g274887-d779921-Reviews-Klassz-Budapest_Central_Hungary.html,0
140,id_2044,Barcelona,"['Italian', 'Mediterranean']",2045.0,4.5,$$ - $$$,89.0,"[['Real Sicilian cuisine', 'A really nice surprise'], ['10/26/2016', '06/09/2016']]",/Restaurant_Review-g187497-d8118086-Reviews-Origano_cucina_siciliana-Barcelona_Catalonia.html,d8118086,https://www.tripadvisor.com/Restaurant_Review-g187497-d8118086-Reviews-Origano_cucina_siciliana-Barcelona_Catalonia.html,0
141,id_4157,Rome,['Italian'],4158.0,4.0,$$ - $$$,182.0,"[['Charming Terrace Bar and Restaurant!', 'Nice terrace'], ['01/04/2016', '08/29/2015']]",/Restaurant_Review-g187791-d2321047-Reviews-Sottosopra_Restaurant-Rome_Lazio.html,d2321047,https://www.tripadvisor.com/Restaurant_Review-g187791-d2321047-Reviews-Sottosopra_Restaurant-Rome_Lazio.html,3127  10360
142,id_14612,London,,14623.0,3.0,,39.0,"[[""Rock bar shame it hasn't realised it's not..."", 'Over priced and under served...'], ['04/30/2017', '12/11/2017']]",/Restaurant_Review-g186338-d7994738-Reviews-Slim_Jim_s_Liquor_Store-London_England.html,d7994738,https://www.tripadvisor.com/Restaurant_Review-g186338-d7994738-Reviews-Slim_Jim_s_Liquor_Store-London_England.html,12226  17239
143,id_5080,Barcelona,"['Italian', 'Seafood']",5081.0,3.5,$$$$,32.0,"[[], []]",/Restaurant_Review-g187497-d10226097-Reviews-Laz_Laz-Barcelona_Catalonia.html,d10226097,https://www.tripadvisor.com/Restaurant_Review-g187497-d10226097-Reviews-Laz_Laz-Barcelona_Catalonia.html,0
144,id_4505,Paris,,4506.0,4.0,,57.0,"[['Excellent bubble tea', 'Best Bubble Tea in Paris, plus cheesecake...'], ['06/04/2017', '09/20/2016']]",/Restaurant_Review-g187147-d3612769-Reviews-Bubbolitas-Paris_Ile_de_France.html,d3612769,https://www.tripadvisor.com/Restaurant_Review-g187147-d3612769-Reviews-Bubbolitas-Paris_Ile_de_France.html,3248  15633
145,id_8121,Madrid,"['Bar', 'Mediterranean', 'Spanish']",8128.0,2.5,$$ - $$$,1768.0,"[['So busy!!', 'I think it has seen better days'], ['11/27/2017', '11/19/2017']]",/Restaurant_Review-g187514-d697526-Reviews-El_Brillante-Madrid.html,d697526,https://www.tripadvisor.com/Restaurant_Review-g187514-d697526-Reviews-El_Brillante-Madrid.html,10309  10348
146,id_4429,London,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",4436.0,4.5,$$ - $$$,19.0,"[['A quick meal', 'Delicious food!! Great service will defini...'], ['11/04/2017', '09/19/2017']]",/Restaurant_Review-g186338-d10619071-Reviews-Zen_Modern_Japanese_Cuisine-London_England.html,d10619071,https://www.tripadvisor.com/Restaurant_Review-g186338-d10619071-Reviews-Zen_Modern_Japanese_Cuisine-London_England.html,0
147,id_4110,Madrid,['Spanish'],4112.0,5.0,,2.0,"[[], []]",/Restaurant_Review-g187514-d4600226-Reviews-Cafeteria_Teresa-Madrid.html,d4600226,https://www.tripadvisor.com/Restaurant_Review-g187514-d4600226-Reviews-Cafeteria_Teresa-Madrid.html,6959  10348
148,id_746,Lisbon,"['European', 'Vegetarian Friendly']",747.0,4.5,$$ - $$$,42.0,"[['Hidden treasure for tartar lovers', 'Absolutely Fabulous, the second time aroun...'], ['02/07/2018', '10/09/2017']]",/Restaurant_Review-g189158-d10064175-Reviews-Tartar_Ria-Lisbon_Lisbon_District_Central_Portugal.html,d10064175,https://www.tripadvisor.com/Restaurant_Review-g189158-d10064175-Reviews-Tartar_Ria-Lisbon_Lisbon_District_Central_Portugal.html,130  4576
149,id_229,Helsinki,"['Cafe', 'Bar', 'European', 'Pub', 'Vegetarian Friendly', 'Gluten Free Options']",230.0,4.0,$$ - $$$,47.0,"[['Lovely setting and beautiful view', 'Skimpy salmon soup at Suomenlinna'], ['08/05/2017', '08/05/2017']]",/Restaurant_Review-g189934-d4476199-Reviews-Cafe_Bar_Valimo-Helsinki_Uusimaa.html,d4476199,https://www.tripadvisor.com/Restaurant_Review-g189934-d4476199-Reviews-Cafe_Bar_Valimo-Helsinki_Uusimaa.html,227  1388
